studentid	mdate	mark	type	subjectid
360	2010.12.02	5	topic test	15
371	2010.12.02	2	topic test	15
401	2010.12.02	3	topic test	15
396	2010.12.02	3	quiz	15
345	2010.12.02	4	quiz	15
404	2010.12.02	4	quiz	15
353	2010.12.02	4	quiz	15
409	2010.12.02	4	quiz	15
395	2010.12.02	2	quiz	15
359	2010.12.02	3	quiz	15
360	2010.12.02	5	quiz	15
371	2010.12.02	2	quiz	15
401	2010.12.02	3	quiz	15
417	2010.12.03	2	topic test	19
327	2010.12.03	3	topic test	19
358	2010.12.03	4	topic test	19
349	2010.12.03	4	topic test	19
393	2010.12.03	5	topic test	19
379	2010.12.03	4	topic test	19
336	2010.12.03	4	topic test	19
341	2010.12.03	4	topic test	19
404	2010.12.03	4	topic test	19
408	2010.12.03	4	topic test	19
411	2010.12.03	2	topic test	19
416	2010.12.03	4	topic test	19
342	2010.12.03	5	topic test	19
359	2010.12.03	5	topic test	19
346	2010.12.03	5	topic test	19
331	2010.12.03	4	topic test	19
419	2010.12.03	4	topic test	19
9	2010.12.03	1	oral assessment	13
212	2010.12.03	1	oral assessment	13
12	2010.12.03	5	oral assessment	13
15	2010.12.03	1	oral assessment	13
16	2010.12.03	1	oral assessment	13
17	2010.12.03	5	oral assessment	13
24	2010.12.03	1	oral assessment	13
58	2010.12.03	5	oral assessment	13
25	2010.12.03	4	oral assessment	13
26	2010.12.03	4	oral assessment	13
5	2010.12.03	5	oral assessment	12
91	2010.12.03	3	oral assessment	12
36	2010.12.03	5	oral assessment	12
316	2010.12.03	3	quiz	15
290	2010.12.03	4	quiz	15
292	2010.12.03	4	quiz	15
259	2010.12.03	2	quiz	15
47	2010.12.03	5	oral assessment	17
158	2010.12.03	4	quiz	11
116	2010.12.03	5	quiz	11
176	2010.12.03	5	quiz	11
180	2010.12.03	5	quiz	11
164	2010.12.03	5	quiz	11
159	2010.12.03	3	quiz	11
210	2010.12.03	2	quiz	11
185	2010.12.03	5	quiz	11
107	2010.12.03	4	quiz	11
134	2010.12.03	3	quiz	11
155	2010.12.03	5	quiz	11
121	2010.12.03	5	quiz	11
113	2010.12.03	5	quiz	11
208	2010.12.03	4	quiz	11
190	2010.12.03	4	quiz	11
209	2010.12.03	5	quiz	11
196	2010.12.03	4	quiz	11
199	2010.12.03	5	quiz	11
162	2010.12.03	4	quiz	11
166	2010.12.03	5	quiz	11
149	2010.12.03	3	quiz	11
173	2010.12.03	4	quiz	11
195	2010.12.03	5	quiz	11
160	2010.12.03	2	quiz	11
163	2010.12.03	4	quiz	11
124	2010.12.03	5	quiz	11
174	2010.12.03	5	quiz	11
131	2010.12.03	5	quiz	11
132	2010.12.03	5	quiz	11
106	2010.12.03	4	quiz	11
172	2010.12.03	4	quiz	11
221	2010.12.03	3	oral assessment	12
251	2010.12.03	5	oral assessment	12
291	2010.12.03	4	oral assessment	12
254	2010.12.03	5	oral assessment	12
311	2010.12.03	4	oral assessment	12
260	2010.12.03	5	oral assessment	12
301	2010.12.03	3	oral assessment	12
69	2010.12.03	4	oral assessment	14
37	2010.12.03	4	oral assessment	14
179	2010.12.03	5	oral assessment	14
195	2010.12.03	4	oral assessment	14
210	2010.12.03	4	lesson work	12
208	2010.12.03	5	lesson work	12
190	2010.12.03	5	lesson work	12
174	2010.12.03	5	lesson work	12
250	2010.12.03	5	lesson work	14
296	2010.12.03	5	lesson work	14
210	2010.12.03	5	oral assessment	12
262	2010.12.03	4	quiz	13
262	2010.12.03	4	home test	13
297	2010.12.03	5	quiz	13
297	2010.12.03	4	home test	13
251	2010.12.03	4	quiz	13
251	2010.12.03	4	home test	13
253	2010.12.03	4	quiz	13
253	2010.12.03	4	home test	13
308	2010.12.03	4	quiz	13
308	2010.12.03	4	home test	13
274	2010.12.03	5	quiz	13
274	2010.12.03	5	home test	13
257	2010.12.03	5	quiz	13
257	2010.12.03	4	home test	13
266	2010.12.03	5	home test	13
272	2010.12.03	5	quiz	13
272	2010.12.03	5	home test	13
266	2010.12.03	4	quiz	13
267	2010.12.03	5	quiz	13
267	2010.12.03	4	home test	13
267	2010.12.03	5	home test	13
268	2010.12.03	4	quiz	13
268	2010.12.03	3	home test	13
290	2010.12.04	5	lesson work	4
308	2010.12.04	5	quiz	4
270	2010.12.04	5	quiz	4
226	2010.12.04	5	quiz	4
318	2010.12.04	5	oral assessment	4
256	2010.12.04	5	oral assessment	4
268	2010.12.04	5	quiz	4
268	2010.12.04	5	oral assessment	4
240	2010.12.04	4	oral assessment	4
319	2010.12.04	5	quiz	4
234	2010.12.04	5	quiz	4
250	2010.12.04	4	quiz	4
235	2010.12.04	4	quiz	4
216	2010.12.04	5	quiz	4
263	2010.12.04	5	quiz	4
295	2010.12.04	5	quiz	4
402	2010.12.04	2	oral assessment	2
350	2010.12.04	2	oral assessment	2
381	2010.12.04	3	oral assessment	2
374	2010.12.04	1	oral assessment	2
391	2010.12.04	4	oral assessment	2
413	2010.12.04	4	oral assessment	2
325	2010.12.04	3	oral assessment	2
376	2010.12.04	5	oral assessment	2
395	2010.12.04	3	oral assessment	2
427	2010.12.04	5	oral assessment	2
383	2010.12.04	5	oral assessment	2
337	2010.12.04	2	oral assessment	2
361	2010.12.04	2	oral assessment	2
386	2010.12.04	2	oral assessment	2
394	2010.12.04	4	oral assessment	2
410	2010.12.04	4	oral assessment	2
371	2010.12.04	3	oral assessment	2
335	2010.12.04	4	oral assessment	2
322	2010.12.04	4	oral assessment	2
401	2010.12.04	5	oral assessment	2
340	2010.12.04	4	oral assessment	2
378	2010.12.04	5	oral assessment	2
351	2010.12.04	5	oral assessment	2
420	2010.12.04	4	oral assessment	2
412	2010.12.04	3	oral assessment	2
389	2010.12.04	2	oral assessment	2
385	2010.12.04	5	oral assessment	2
372	2010.12.04	3	oral assessment	2
414	2010.12.04	3	oral assessment	2
323	2010.12.04	5	oral assessment	2
406	2010.12.04	3	oral assessment	2
249	2010.12.04	3	topic test	2
218	2010.12.04	4	topic test	2
297	2010.12.04	4	topic test	2
221	2010.12.04	5	topic test	2
251	2010.12.04	4	topic test	2
291	2010.12.04	5	topic test	2
223	2010.12.04	1	topic test	2
225	2010.12.04	5	topic test	2
298	2010.12.04	5	topic test	2
254	2010.12.04	5	topic test	2
255	2010.12.04	4	topic test	2
228	2010.12.04	5	topic test	2
293	2010.12.04	4	topic test	2
305	2010.12.04	4	topic test	2
248	2010.12.04	4	topic test	2
279	2010.12.04	5	topic test	2
274	2010.12.04	5	topic test	2
236	2010.12.04	3	topic test	2
245	2010.12.04	5	topic test	2
237	2010.12.04	2	topic test	2
257	2010.12.04	5	topic test	2
314	2010.12.04	4	topic test	2
258	2010.12.04	5	topic test	2
315	2010.12.04	1	topic test	2
311	2010.12.04	4	topic test	2
215	2010.12.04	5	topic test	2
259	2010.12.04	2	topic test	2
213	2010.12.04	5	topic test	2
260	2010.12.04	4	topic test	2
301	2010.12.04	5	topic test	2
306	2010.12.04	4	topic test	2
261	2010.12.04	5	topic test	2
241	2010.12.04	3	topic test	2
220	2010.12.04	5	topic test	2
242	2010.12.04	2	topic test	2
214	2010.12.04	5	topic test	2
218	2010.12.04	5	oral assessment	2
297	2010.12.04	3	oral assessment	2
221	2010.12.04	5	oral assessment	2
251	2010.12.04	1	oral assessment	2
291	2010.12.04	5	oral assessment	2
223	2010.12.04	2	oral assessment	2
225	2010.12.04	5	oral assessment	2
254	2010.12.04	5	oral assessment	2
255	2010.12.04	3	oral assessment	2
228	2010.12.04	5	oral assessment	2
293	2010.12.04	5	oral assessment	2
248	2010.12.04	3	oral assessment	2
279	2010.12.04	5	oral assessment	2
274	2010.12.04	5	oral assessment	2
236	2010.12.04	5	oral assessment	2
245	2010.12.04	5	oral assessment	2
237	2010.12.04	2	oral assessment	2
314	2010.12.04	2	oral assessment	2
258	2010.12.04	4	oral assessment	2
311	2010.12.04	4	oral assessment	2
215	2010.12.04	3	oral assessment	2
259	2010.12.04	4	oral assessment	2
213	2010.12.04	4	oral assessment	2
260	2010.12.04	4	oral assessment	2
301	2010.12.04	5	oral assessment	2
306	2010.12.04	1	oral assessment	2
261	2010.12.04	5	oral assessment	2
241	2010.12.04	3	oral assessment	2
220	2010.12.04	5	oral assessment	2
424	2010.12.05	2	topic test	19
360	2010.12.05	5	topic test	19
365	2010.12.05	5	topic test	19
398	2010.12.05	4	topic test	19
366	2010.12.05	4	topic test	19
363	2010.12.05	4	topic test	19
344	2010.12.05	4	topic test	19
397	2010.12.05	5	topic test	19
324	2010.12.05	4	topic test	19
390	2010.12.05	3	topic test	19
364	2010.12.05	5	topic test	19
362	2010.12.05	4	topic test	19
368	2010.12.05	5	topic test	19
400	2010.12.05	3	topic test	19
349	2010.12.05	5	oral assessment	13
387	2010.12.05	5	oral assessment	13
411	2010.12.05	4	oral assessment	13
425	2010.12.05	5	oral assessment	13
348	2010.12.05	5	oral assessment	13
121	2010.12.05	5	quiz	13
167	2010.12.05	3	oral assessment	13
167	2010.12.05	5	quiz	13
168	2010.12.05	2	quiz	13
123	2010.12.05	3	quiz	13
200	2010.12.05	5	oral assessment	13
200	2010.12.05	4	quiz	13
201	2010.12.05	5	oral assessment	13
201	2010.12.05	4	quiz	13
124	2010.12.05	5	quiz	13
350	2010.12.05	5	topic test	12
380	2010.12.05	2	topic test	12
413	2010.12.05	2	topic test	12
376	2010.12.05	5	topic test	12
427	2010.12.05	4	topic test	12
361	2010.12.05	3	topic test	12
394	2010.12.05	3	topic test	12
322	2010.12.05	1	topic test	12
320	2010.12.05	4	topic test	12
420	2010.12.05	4	topic test	12
389	2010.12.05	5	topic test	12
385	2010.12.05	5	topic test	12
372	2010.12.05	2	topic test	12
414	2010.12.05	4	topic test	12
323	2010.12.05	5	topic test	12
114	2010.12.05	5	quiz	4
104	2010.12.05	5	quiz	4
178	2010.12.05	5	quiz	4
146	2010.12.05	5	quiz	4
139	2010.12.05	5	quiz	4
205	2010.12.05	4	quiz	4
135	2010.12.05	5	quiz	4
108	2010.12.05	5	quiz	4
153	2010.12.05	4	quiz	4
138	2010.12.05	5	quiz	4
147	2010.12.05	4	quiz	4
137	2010.12.05	5	quiz	4
175	2010.12.05	4	quiz	4
192	2010.12.05	5	quiz	4
154	2010.12.05	5	quiz	4
148	2010.12.05	5	quiz	4
179	2010.12.05	5	quiz	4
168	2010.12.05	4	quiz	4
152	2010.12.05	5	quiz	4
144	2010.12.05	5	quiz	4
136	2010.12.05	5	quiz	4
156	2010.12.05	5	quiz	4
123	2010.12.05	5	quiz	4
143	2010.12.05	3	quiz	4
151	2010.12.05	4	quiz	4
142	2010.12.05	5	quiz	4
126	2010.12.05	5	quiz	4
402	2010.12.06	5	quiz	6
350	2010.12.06	2	quiz	6
381	2010.12.06	3	quiz	6
374	2010.12.06	3	quiz	6
380	2010.12.06	3	quiz	6
391	2010.12.06	3	quiz	6
338	2010.12.06	3	quiz	6
413	2010.12.06	3	quiz	6
325	2010.12.06	4	quiz	6
395	2010.12.06	4	quiz	6
383	2010.12.06	4	quiz	6
418	2010.12.06	4	quiz	6
337	2010.12.06	5	quiz	6
361	2010.12.06	3	quiz	6
386	2010.12.06	3	quiz	6
394	2010.12.06	4	quiz	6
410	2010.12.06	4	quiz	6
371	2010.12.06	4	quiz	6
335	2010.12.06	5	quiz	6
322	2010.12.06	3	quiz	6
401	2010.12.06	3	quiz	6
340	2010.12.06	5	quiz	6
320	2010.12.06	4	quiz	6
378	2010.12.06	5	quiz	6
351	2010.12.06	3	quiz	6
420	2010.12.06	5	quiz	6
412	2010.12.06	5	quiz	6
389	2010.12.06	5	quiz	6
385	2010.12.06	5	quiz	6
372	2010.12.06	3	quiz	6
414	2010.12.06	4	quiz	6
323	2010.12.06	5	quiz	6
41	2010.12.06	5	topic test	11
31	2010.12.06	4	topic test	11
6	2010.12.06	3	topic test	11
63	2010.12.06	4	topic test	11
62	2010.12.06	4	topic test	11
95	2010.12.06	2	topic test	11
25	2010.12.06	5	topic test	11
26	2010.12.06	5	topic test	11
316	2010.12.06	4	quiz	11
289	2010.12.06	3	quiz	11
307	2010.12.06	2	quiz	11
278	2010.12.06	5	quiz	11
277	2010.12.06	5	quiz	11
290	2010.12.06	4	quiz	11
281	2010.12.06	4	quiz	11
222	2010.12.06	5	quiz	11
280	2010.12.06	4	quiz	11
308	2010.12.06	3	quiz	11
270	2010.12.06	4	quiz	11
264	2010.12.06	5	quiz	11
219	2010.12.06	2	quiz	11
313	2010.12.06	5	quiz	11
224	2010.12.06	3	quiz	11
303	2010.12.06	4	quiz	11
309	2010.12.06	2	quiz	11
292	2010.12.06	3	quiz	11
229	2010.12.06	4	quiz	11
226	2010.12.06	1	quiz	11
227	2010.12.06	5	quiz	11
285	2010.12.06	5	quiz	11
275	2010.12.06	3	quiz	11
318	2010.12.06	1	quiz	11
256	2010.12.06	4	quiz	11
272	2010.12.06	5	quiz	11
267	2010.12.06	5	quiz	11
268	2010.12.06	4	quiz	11
282	2010.12.06	4	quiz	11
240	2010.12.06	4	quiz	11
307	2010.12.06	5	oral assessment	11
318	2010.12.06	4	oral assessment	11
303	2010.12.06	4	topic test	11
333	2010.12.06	4	quiz	11
396	2010.12.06	4	quiz	11
352	2010.12.06	4	quiz	11
384	2010.12.06	3	quiz	11
415	2010.12.06	2	quiz	11
357	2010.12.06	4	quiz	11
370	2010.12.06	1	quiz	11
345	2010.12.06	3	quiz	11
329	2010.12.06	4	quiz	11
388	2010.12.06	2	quiz	11
354	2010.12.06	3	quiz	11
353	2010.12.06	1	quiz	11
409	2010.12.06	3	quiz	11
347	2010.12.06	5	quiz	11
360	2010.12.06	5	quiz	11
365	2010.12.06	5	quiz	11
334	2010.12.06	5	quiz	11
398	2010.12.06	4	quiz	11
366	2010.12.06	2	quiz	11
363	2010.12.06	2	quiz	11
344	2010.12.06	3	quiz	11
397	2010.12.06	5	quiz	11
324	2010.12.06	4	quiz	11
390	2010.12.06	2	quiz	11
364	2010.12.06	5	quiz	11
362	2010.12.06	3	quiz	11
368	2010.12.06	5	quiz	11
356	2010.12.06	3	quiz	11
400	2010.12.06	4	quiz	11
375	2010.12.06	2	topic test	19
241	2010.12.06	5	oral assessment	6
213	2010.12.06	5	oral assessment	6
319	2010.12.06	5	oral assessment	11
300	2010.12.06	3	oral assessment	11
249	2010.12.06	3	oral assessment	12
218	2010.12.06	4	oral assessment	12
223	2010.12.06	3	oral assessment	12
225	2010.12.06	5	oral assessment	12
255	2010.12.06	4	oral assessment	12
248	2010.12.06	5	oral assessment	12
236	2010.12.06	3	oral assessment	12
245	2010.12.06	4	oral assessment	12
315	2010.12.06	1	oral assessment	12
259	2010.12.06	2	oral assessment	12
213	2010.12.06	4	oral assessment	12
306	2010.12.06	4	oral assessment	12
242	2010.12.06	1	oral assessment	12
242	2010.12.06	2	oral assessment	12
278	2010.12.06	5	oral assessment	12
277	2010.12.06	5	oral assessment	12
281	2010.12.06	5	oral assessment	12
280	2010.12.06	5	oral assessment	12
219	2010.12.06	2	oral assessment	12
224	2010.12.06	3	oral assessment	12
226	2010.12.06	2	oral assessment	12
227	2010.12.06	3	oral assessment	12
217	2010.12.06	5	oral assessment	12
275	2010.12.06	5	oral assessment	12
282	2010.12.06	4	oral assessment	12
177	2010.12.06	3	oral assessment	12
127	2010.12.06	5	oral assessment	12
130	2010.12.06	1	oral assessment	12
133	2010.12.06	5	oral assessment	12
171	2010.12.06	5	oral assessment	12
189	2010.12.06	3	oral assessment	12
109	2010.12.06	5	oral assessment	12
327	2010.12.06	5	oral assessment	12
408	2010.12.06	5	oral assessment	12
373	2010.12.06	5	oral assessment	12
360	2010.12.06	5	oral assessment	12
324	2010.12.06	5	oral assessment	12
326	2010.12.06	5	oral assessment	12
89	2010.12.06	5	oral assessment	18
38	2010.12.06	5	lesson work	18
381	2010.12.06	4	oral assessment	12
325	2010.12.06	5	oral assessment	12
395	2010.12.06	4	oral assessment	12
383	2010.12.06	5	oral assessment	12
335	2010.12.06	5	oral assessment	12
401	2010.12.06	5	oral assessment	12
378	2010.12.06	5	oral assessment	12
351	2010.12.06	5	oral assessment	12
412	2010.12.06	3	oral assessment	12
158	2010.12.06	2	topic test	14
164	2010.12.06	4	topic test	14
159	2010.12.06	3	topic test	14
185	2010.12.06	3	topic test	14
134	2010.12.06	3	topic test	14
208	2010.12.06	3	topic test	14
190	2010.12.06	3	topic test	14
166	2010.12.06	4	topic test	14
141	2010.12.06	5	oral assessment	14
177	2010.12.06	5	oral assessment	14
127	2010.12.06	5	oral assessment	14
186	2010.12.06	5	oral assessment	14
130	2010.12.06	3	oral assessment	14
133	2010.12.06	5	oral assessment	14
171	2010.12.06	5	oral assessment	14
161	2010.12.06	5	oral assessment	14
189	2010.12.06	3	oral assessment	14
191	2010.12.06	4	oral assessment	14
109	2010.12.06	5	oral assessment	14
128	2010.12.06	5	lesson work	11
121	2010.12.06	5	lesson work	11
184	2010.12.06	5	lesson work	11
41	2010.12.06	5	oral assessment	14
166	2010.12.06	5	lesson work	11
38	2010.12.06	5	oral assessment	14
67	2010.12.06	5	oral assessment	14
267	2010.12.06	5	oral assessment	6
308	2010.12.06	3	quiz	6
303	2010.12.06	4	quiz	6
303	2010.12.06	5	lesson work	6
303	2010.12.06	5	home test	6
303	2010.12.06	5	lesson work	6
424	2010.12.06	3	oral assessment	3
96	2010.12.06	4	quiz	12
319	2010.12.06	5	quiz	12
262	2010.12.06	5	quiz	12
216	2010.12.06	5	quiz	12
263	2010.12.06	5	quiz	12
253	2010.12.06	5	quiz	12
288	2010.12.06	5	quiz	12
265	2010.12.06	5	quiz	12
238	2010.12.06	5	quiz	12
215	2010.12.06	3	quiz	12
244	2010.12.06	5	quiz	12
181	2010.12.06	5	quiz	12
83	2010.12.06	5	quiz	12
212	2010.12.06	5	quiz	12
46	2010.12.06	5	quiz	12
76	2010.12.06	5	quiz	12
95	2010.12.06	4	quiz	12
60	2010.12.06	3	quiz	12
35	2010.12.06	5	quiz	12
95	2010.12.06	5	quiz	12
316	2010.12.06	4	quiz	12
289	2010.12.06	4	quiz	12
308	2010.12.06	3	quiz	12
303	2010.12.06	5	quiz	12
318	2010.12.06	4	quiz	12
268	2010.12.06	4	quiz	12
240	2010.12.06	5	quiz	12
233	2010.12.06	5	quiz	12
304	2010.12.06	4	quiz	12
276	2010.12.06	5	quiz	12
317	2010.12.06	5	quiz	12
269	2010.12.06	5	quiz	12
233	2010.12.06	5	quiz	12
304	2010.12.06	4	quiz	12
317	2010.12.06	4	quiz	12
269	2010.12.06	4	quiz	12
233	2010.12.06	4	quiz	12
317	2010.12.06	5	quiz	12
147	2010.12.06	5	oral assessment	6
168	2010.12.06	5	oral assessment	6
172	2010.12.07	5	lesson work	11
131	2010.12.07	5	lesson work	11
350	2010.12.07	5	quiz	5
380	2010.12.07	1	quiz	5
413	2010.12.07	3	quiz	5
376	2010.12.07	4	quiz	5
427	2010.12.07	4	quiz	5
361	2010.12.07	2	quiz	5
394	2010.12.07	5	quiz	5
322	2010.12.07	5	quiz	5
340	2010.12.07	5	quiz	5
320	2010.12.07	3	quiz	5
420	2010.12.07	4	quiz	5
389	2010.12.07	4	quiz	5
385	2010.12.07	5	quiz	5
414	2010.12.07	4	quiz	5
323	2010.12.07	4	quiz	5
380	2010.12.07	5	lesson work	2
325	2010.12.07	5	lesson work	2
337	2010.12.07	5	lesson work	2
394	2010.12.07	5	lesson work	2
410	2010.12.07	5	lesson work	2
371	2010.12.07	5	lesson work	2
322	2010.12.07	5	lesson work	2
401	2010.12.07	5	lesson work	2
351	2010.12.07	5	lesson work	2
385	2010.12.07	5	lesson work	2
414	2010.12.07	5	lesson work	2
406	2010.12.07	5	lesson work	2
402	2010.12.07	5	quiz	5
381	2010.12.07	5	quiz	5
374	2010.12.07	5	quiz	5
391	2010.12.07	3	quiz	5
325	2010.12.07	5	quiz	5
395	2010.12.07	3	quiz	5
383	2010.12.07	4	quiz	5
418	2010.12.07	5	quiz	5
337	2010.12.07	3	quiz	5
386	2010.12.07	5	quiz	5
410	2010.12.07	4	quiz	5
371	2010.12.07	5	quiz	5
335	2010.12.07	4	quiz	5
401	2010.12.07	4	quiz	5
378	2010.12.07	5	quiz	5
351	2010.12.07	4	quiz	5
412	2010.12.07	4	quiz	5
406	2010.12.07	4	quiz	5
312	2010.12.07	1	quiz	5
318	2010.12.07	1	quiz	5
249	2010.12.07	5	home test	2
218	2010.12.07	4	home test	2
297	2010.12.07	5	home test	2
221	2010.12.07	5	home test	2
251	2010.12.07	5	home test	2
291	2010.12.07	5	home test	2
223	2010.12.07	5	home test	2
225	2010.12.07	5	home test	2
298	2010.12.07	5	home test	2
254	2010.12.07	5	home test	2
255	2010.12.07	5	home test	2
228	2010.12.07	5	home test	2
293	2010.12.07	4	home test	2
305	2010.12.07	5	home test	2
248	2010.12.07	5	home test	2
279	2010.12.07	5	home test	2
274	2010.12.07	4	home test	2
236	2010.12.07	4	home test	2
245	2010.12.07	4	home test	2
237	2010.12.07	5	home test	2
257	2010.12.07	5	home test	2
314	2010.12.07	4	home test	2
258	2010.12.07	5	home test	2
315	2010.12.07	4	home test	2
311	2010.12.07	5	home test	2
215	2010.12.07	5	home test	2
259	2010.12.07	5	home test	2
213	2010.12.07	5	home test	2
260	2010.12.07	5	home test	2
301	2010.12.07	5	home test	2
306	2010.12.07	1	home test	2
261	2010.12.07	5	home test	2
241	2010.12.07	5	home test	2
220	2010.12.07	5	home test	2
242	2010.12.07	1	home test	2
214	2010.12.07	5	home test	2
289	2010.12.07	5	oral assessment	7
222	2010.12.07	5	quiz	7
217	2010.12.07	4	oral assessment	7
313	2010.12.07	5	oral assessment	7
295	2010.12.07	5	oral assessment	18
295	2010.12.07	5	lesson work	18
283	2010.12.07	5	lesson work	18
301	2010.12.07	5	lesson work	18
69	2010.12.07	4	oral assessment	4
69	2010.12.07	5	oral assessment	4
9	2010.12.07	5	oral assessment	4
9	2010.12.07	5	oral assessment	4
9	2010.12.07	5	oral assessment	4
9	2010.12.07	5	oral assessment	4
93	2010.12.07	5	oral assessment	4
93	2010.12.07	5	oral assessment	4
93	2010.12.07	5	oral assessment	4
93	2010.12.07	4	oral assessment	4
43	2010.12.07	5	oral assessment	4
43	2010.12.07	5	oral assessment	4
43	2010.12.07	5	oral assessment	4
43	2010.12.07	4	oral assessment	4
43	2010.12.07	2	oral assessment	4
10	2010.12.07	4	oral assessment	4
10	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
52	2010.12.07	5	oral assessment	4
64	2010.12.07	3	oral assessment	4
64	2010.12.07	4	oral assessment	4
64	2010.12.07	4	oral assessment	4
64	2010.12.07	4	oral assessment	4
64	2010.12.07	5	oral assessment	4
64	2010.12.07	5	oral assessment	4
64	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
51	2010.12.07	5	oral assessment	4
59	2010.12.07	4	oral assessment	4
59	2010.12.07	5	oral assessment	4
59	2010.12.07	4	oral assessment	4
12	2010.12.07	5	oral assessment	4
12	2010.12.07	5	oral assessment	4
12	2010.12.07	5	oral assessment	4
12	2010.12.07	5	oral assessment	4
14	2010.12.07	4	oral assessment	4
14	2010.12.07	5	oral assessment	4
14	2010.12.07	5	oral assessment	4
49	2010.12.07	4	oral assessment	4
49	2010.12.07	5	oral assessment	4
49	2010.12.07	5	oral assessment	4
49	2010.12.07	5	oral assessment	4
17	2010.12.07	4	oral assessment	4
17	2010.12.07	5	oral assessment	4
17	2010.12.07	5	oral assessment	4
17	2010.12.07	5	oral assessment	4
17	2010.12.07	5	oral assessment	4
17	2010.12.07	5	oral assessment	4
17	2010.12.07	5	oral assessment	4
37	2010.12.07	4	oral assessment	4
37	2010.12.07	4	oral assessment	4
37	2010.12.07	5	oral assessment	4
37	2010.12.07	5	oral assessment	4
88	2010.12.07	5	oral assessment	4
88	2010.12.07	5	oral assessment	4
88	2010.12.07	5	oral assessment	4
88	2010.12.07	5	oral assessment	4
88	2010.12.07	4	oral assessment	4
19	2010.12.07	4	oral assessment	4
19	2010.12.07	4	oral assessment	4
19	2010.12.07	4	oral assessment	4
21	2010.12.07	5	oral assessment	4
21	2010.12.07	5	oral assessment	4
21	2010.12.07	5	oral assessment	4
66	2010.12.07	4	oral assessment	4
66	2010.12.07	4	oral assessment	4
66	2010.12.07	4	oral assessment	4
66	2010.12.07	5	oral assessment	4
23	2010.12.07	5	oral assessment	4
23	2010.12.07	5	oral assessment	4
23	2010.12.07	5	oral assessment	4
40	2010.12.07	4	oral assessment	4
40	2010.12.07	3	oral assessment	4
40	2010.12.07	3	oral assessment	4
60	2010.12.07	4	oral assessment	4
60	2010.12.07	5	oral assessment	4
92	2010.12.07	5	oral assessment	4
92	2010.12.07	5	oral assessment	4
92	2010.12.07	5	oral assessment	4
92	2010.12.07	5	oral assessment	4
4	2010.12.07	5	oral assessment	4
4	2010.12.07	5	oral assessment	4
4	2010.12.07	4	oral assessment	4
105	2010.12.07	5	topic test	4
115	2010.12.07	4	topic test	4
198	2010.12.07	5	topic test	4
141	2010.12.07	4	topic test	4
187	2010.12.07	5	topic test	4
177	2010.12.07	4	topic test	4
118	2010.12.07	5	topic test	4
127	2010.12.07	4	topic test	4
204	2010.12.07	4	topic test	4
203	2010.12.07	4	topic test	4
194	2010.12.07	4	topic test	4
145	2010.12.07	5	topic test	4
186	2010.12.07	5	topic test	4
130	2010.12.07	4	topic test	4
183	2010.12.07	5	topic test	4
207	2010.12.07	5	topic test	4
98	2010.12.07	5	topic test	4
211	2010.12.07	4	topic test	4
133	2010.12.07	4	topic test	4
122	2010.12.07	5	topic test	4
171	2010.12.07	4	topic test	4
188	2010.12.07	5	topic test	4
129	2010.12.07	4	topic test	4
161	2010.12.07	5	topic test	4
197	2010.12.07	5	topic test	4
169	2010.12.07	4	topic test	4
182	2010.12.07	5	topic test	4
165	2010.12.07	5	topic test	4
103	2010.12.07	5	topic test	4
112	2010.12.07	5	topic test	4
170	2010.12.07	5	topic test	4
150	2010.12.07	5	topic test	4
125	2010.12.07	5	topic test	4
193	2010.12.07	5	topic test	4
110	2010.12.07	4	topic test	4
189	2010.12.07	4	topic test	4
191	2010.12.07	3	topic test	4
109	2010.12.07	5	topic test	4
393	2010.12.07	5	oral assessment	4
393	2010.12.07	5	oral assessment	4
408	2010.12.07	5	oral assessment	4
416	2010.12.07	5	oral assessment	4
342	2010.12.07	4	oral assessment	4
326	2010.12.07	5	oral assessment	4
330	2010.12.07	3	oral assessment	4
158	2010.12.07	5	topic test	4
116	2010.12.07	5	topic test	4
176	2010.12.07	5	topic test	4
117	2010.12.07	5	topic test	4
180	2010.12.07	5	topic test	4
164	2010.12.07	5	topic test	4
159	2010.12.07	4	topic test	4
210	2010.12.07	5	topic test	4
185	2010.12.07	5	topic test	4
128	2010.12.07	5	topic test	4
107	2010.12.07	5	topic test	4
134	2010.12.07	5	topic test	4
155	2010.12.07	5	topic test	4
121	2010.12.07	5	topic test	4
113	2010.12.07	5	topic test	4
208	2010.12.07	5	topic test	4
190	2010.12.07	5	topic test	4
209	2010.12.07	5	topic test	4
199	2010.12.07	5	topic test	4
166	2010.12.07	5	topic test	4
149	2010.12.07	5	topic test	4
173	2010.12.07	5	topic test	4
195	2010.12.07	4	topic test	4
160	2010.12.07	3	topic test	4
163	2010.12.07	5	topic test	4
124	2010.12.07	5	topic test	4
111	2010.12.07	5	topic test	4
174	2010.12.07	5	topic test	4
131	2010.12.07	5	topic test	4
